id,word_count,action_time_mean,action_time_max,action_time_total,action_time_50,event_count,moves,paste_count,nonproduction_count,input_count,remove_cut_count,replace_count,nochange_count,capslock_count,paragraph_count,space_count,question_count,exclamation_count,sub_texts_count,amount_back_track,mean_back_track,max_back_track,median_back_track,one_back_track,score
409e7178,224,95.03296703296704,454,155664,95.0,1638,0,0,156,1344,138,0,156,0,4,253,3,0,0,90,20.322222222222223,469,1,77,3.0
40b28508,313,147.221331997997,4031,294001,157.0,1997,0,0,127,1809,61,0,127,0,29,500,0,0,0,70,4.742857142857143,78,1,63,0.5
40caf723,378,132.94476933073423,22362,409204,119.0,3078,0,1,150,2687,234,6,150,0,12,471,8,0,0,267,47.53183520599251,1709,1,224,3.0
40f941ae,342,159.5127840909091,27287,561485,159.0,3520,0,0,588,2589,342,1,588,0,4,390,0,0,2,358,13.067039106145252,1685,1,345,3.5
40fd4917,222,79.79628482972136,488,128871,75.0,1615,0,0,79,1397,139,0,79,0,13,245,0,0,0,166,8.560240963855422,820,1,151,3.0
4107bf80,415,57.84662576687116,5321,320586,61.0,5542,0,1,2251,3047,228,15,2251,0,8,489,0,0,0,282,14.347517730496454,842,1,231,4.0
41090ec8,214,126.05916473317865,1818,217326,122.0,1724,0,0,207,1404,111,2,207,2,4,272,0,0,0,174,5.091954022988506,395,1,169,3.0
41388810,519,112.17197924388437,2785,605280,112.0,5396,0,0,64,4188,1143,1,64,2,6,722,0,0,1,1147,1.2685265911072363,93,1,1142,4.5
414827f7,337,78.77383766745469,3487,199928,62.0,2538,0,0,99,2292,144,3,99,0,18,387,3,0,1,172,33.18604651162791,2051,1,146,4.5
41a021da,260,91.63989169675091,4707,203074,97.0,2216,2,0,545,1623,44,2,545,0,14,271,0,1,1,65,53.353846153846156,880,1,39,4.0
41af0616,283,83.68748167692759,515,285458,84.0,3411,0,0,434,2404,571,2,434,0,7,379,0,0,0,594,9.609427609427609,1307,1,572,3.0
41b95fbe,311,124.49471210340775,10133,317835,115.0,2553,0,0,173,2143,237,0,173,0,6,351,0,0,0,246,4.260162601626016,622,1,238,3.5
41b9cd13,479,90.74888691006234,8987,305733,83.0,3369,0,0,50,3137,182,0,50,0,4,535,2,0,0,188,20.53723404255319,1620,1,183,5.0
41eb8f63,527,99.03047895500725,5616,477624,93.0,4823,0,0,134,3947,741,1,134,0,19,707,18,0,1,758,6.332453825857519,1987,1,745,3.5
421391ad,417,107.35177514792899,2913,362849,104.0,3380,0,0,188,2830,362,0,188,0,12,481,0,0,1,429,84.03496503496504,2355,1,364,5.0
421595e4,640,97.78388123011665,515,461051,101.0,4715,0,0,187,4134,394,0,187,0,12,734,0,0,4,398,11.243718592964823,1597,1,394,5.5
4219ea83,423,120.1401925391095,6009,399346,115.0,3324,0,0,164,2813,342,5,164,0,4,503,3,0,0,360,23.066666666666666,1629,1,340,4.0
42244528,498,128.08449106889708,3957,451754,120.0,3527,0,0,118,3096,313,0,118,0,17,563,3,0,3,320,19.359375,2712,1,311,4.5
422636b0,645,75.42386506935688,517,478489,71.0,6344,0,0,2215,3847,280,2,2215,0,6,702,1,0,0,388,110.32474226804123,3200,1,352,5.5
426da54b,589,109.77697145621674,1502,453818,105.0,4134,0,1,116,3621,395,1,116,0,11,660,3,0,0,412,18.228155339805824,2066,1,391,4.0
429585ca,227,130.07173144876324,2762,368103,126.0,2830,0,0,87,2308,431,4,87,0,12,384,3,0,0,453,7.0176600441501105,447,1,424,3.0
4297d74a,216,89.31738936075101,1399,199803,91.0,2237,0,0,253,1605,374,5,253,0,4,286,0,0,0,420,29.464285714285715,984,1,378,3.0
42c392da,365,93.28619469026549,3492,527067,100.0,5650,0,0,1576,3125,945,4,1576,0,15,524,2,0,3,1341,3.211782252050708,576,1,1315,4.0
431c41af,204,65.74894131881427,520,108683,62.0,1653,0,0,53,1399,201,0,53,16,5,399,0,0,1,207,3.4057971014492754,214,1,203,3.0
4393ebf4,496,106.78704674072522,3727,509481,109.0,4771,0,1,761,3527,480,2,761,0,5,593,0,0,0,476,8.806722689075631,926,1,457,5.0
439423ad,337,126.47621914509331,4910,420154,108.0,3322,0,0,570,2332,420,0,570,0,4,406,0,0,0,600,9.618333333333334,892,1,577,3.0
439e2f35,211,147.00730307772562,557,281813,149.0,1917,0,0,32,1598,287,0,32,0,6,280,0,0,1,297,10.602693602693602,1308,1,288,3.5
43a4e74a,354,131.44535433070865,2979,417339,127.0,3175,0,0,150,2715,305,5,150,0,10,478,0,7,0,336,7.476190476190476,386,1,304,4.0
43c6ef75,180,88.77629911280101,1080,140089,87.0,1578,0,0,72,1234,272,0,72,0,7,232,0,0,0,287,4.857142857142857,512,1,279,2.0
43c78bc4,406,88.9048381928869,4584,277472,71.0,3121,0,0,81,2897,131,12,81,0,2,418,0,0,1,157,37.59872611464968,2142,1,131,5.0
43f41326,276,102.35764430577223,3862,262445,99.0,2564,0,0,37,2124,399,4,37,0,4,379,0,0,0,408,3.247549019607843,805,1,399,3.0
440fef25,710,113.57798475867908,4213,670678,110.0,5905,0,0,109,5001,791,4,109,0,11,911,2,0,1,804,2.8121890547263684,387,1,792,5.0
4422c098,500,98.5320895522388,2791,528132,95.0,5360,0,0,164,4136,1060,0,164,0,12,755,2,0,0,1096,5.523722627737226,1856,1,1068,4.5
4429109b,315,63.78579274990846,759,174199,60.0,2731,0,0,121,2311,299,0,121,0,7,383,5,0,0,312,5.8076923076923075,1008,61,298,3.5
447b0de9,305,77.25720218011939,931,297672,84.0,3853,0,0,759,2359,735,0,759,6,11,414,0,1,1,817,9.949816401468789,914,1,738,3.0
4483f461,1000,85.15479568671964,514,600171,86.0,7048,0,0,117,6351,580,0,117,0,25,1115,4,0,2,581,4.280550774526678,1907,1,580,4.5
44a97944,953,101.99617556000729,613,560061,103.0,5491,0,0,112,5256,122,1,112,0,12,975,4,1,0,136,121.96323529411765,4615,1,126,4.5
44ec0937,268,83.86696230598669,19997,226944,80.0,2706,0,0,657,1815,232,2,657,0,8,332,0,0,0,223,8.031390134529149,921,8,210,3.0
44f11deb,223,120.00293255131965,2598,327368,123.0,2728,0,2,66,1964,696,0,66,0,4,331,2,0,0,704,2.9360795454545454,710,1,695,2.5
44f746fe,243,97.05897568546301,699,187615,85.0,1933,0,0,31,1727,175,0,31,0,9,354,0,0,1,184,16.14673913043478,804,1,176,3.0
453837dc,648,89.22680412371135,520,441405,93.0,4947,0,0,498,4086,363,0,498,0,10,701,4,0,3,368,16.29076086956522,3032,1,363,5.0
4552825f,348,64.7024,1355,161756,62.0,2500,1,2,73,2167,257,0,73,0,12,383,0,0,0,271,11.066420664206642,1108,1,258,4.0
455c8318,388,78.48817518248175,515,268822,77.0,3425,0,0,246,2698,481,0,246,0,6,484,1,0,0,517,7.6421663442940035,1614,1,501,3.5
458bb9cc,316,146.6586375611592,1011,389672,156.0,2657,0,0,389,2078,190,0,389,0,13,347,1,0,0,243,7.954732510288066,996,1,237,4.0
459d7670,457,115.60388484217829,3338,666572,111.0,5766,0,0,643,4115,1000,8,643,0,11,700,0,0,1,1016,17.712598425196852,1910,1,929,4.0
45d6b818,224,132.24105306458247,3580,321478,127.0,2431,0,1,210,1765,449,6,210,0,5,316,0,0,0,516,11.96124031007752,1132,1,482,2.5
45ddf704,483,88.23670814479638,1961,312005,80.0,3536,0,0,97,3145,289,5,97,0,11,542,0,0,0,290,14.46896551724138,906,28,263,5.0
45eeb87c,231,68.43424657534247,470,149871,68.0,2190,0,0,259,1680,251,0,259,2,8,270,0,0,1,285,4.203508771929824,505,1,273,3.5
45f17ed3,407,68.10233629483383,2194,206963,63.0,3039,0,0,82,2739,217,1,82,0,8,481,4,0,0,229,15.973799126637555,630,1,215,4.0
4608c4a1,354,282.6124469589816,181065,599421,56.0,2121,0,1,63,1983,74,0,63,2,4,346,1,0,0,79,8.582278481012658,447,1,74,4.0
460a3b3d,231,100.66173664122137,2855,210987,93.0,2096,0,0,44,1745,306,1,44,0,6,288,0,0,0,316,7.727848101265823,800,1,309,3.5
4626334e,427,72.77680473372781,3483,307482,65.0,4225,0,3,410,3236,568,8,410,0,10,566,8,0,0,604,18.07450331125828,1981,1,561,4.0
466921d4,211,104.5314401622718,2053,154602,90.0,1479,0,0,133,1300,46,0,133,0,2,288,0,0,0,49,26.081632653061224,430,1,46,3.0
4684bf0c,275,107.78822365165759,1446,217840,104.0,2021,0,0,47,1783,189,2,47,0,4,307,0,1,0,202,27.678217821782177,1205,1,191,3.5
46c9e4e3,289,133.46571682991987,1091,299764,131.0,2246,0,0,63,1967,214,2,63,0,6,338,0,0,0,234,7.64957264957265,315,1,212,4.0
46d71c87,200,92.02516556291391,503,138958,93.0,1510,0,0,115,1323,72,0,115,0,5,265,0,0,0,77,2.844155844155844,85,1,72,2.5
47263855,211,115.13741064336776,869,144958,107.0,1259,0,0,66,1158,35,0,66,0,0,213,0,0,0,42,59.166666666666664,800,1,35,1.5
472a5037,215,75.59888579387187,1592,189980,72.0,2513,0,1,591,1633,288,0,591,0,14,261,0,0,0,434,10.391705069124423,1104,1,414,4.0
473222c1,675,108.95594872720707,5654,603507,107.0,5539,0,0,127,5027,383,2,127,0,9,733,0,0,5,399,9.666666666666666,1252,1,384,6.0
473d1159,723,72.65342429106474,25446,543157,67.0,7476,0,0,219,5596,1661,0,219,0,9,1056,0,0,0,1671,3.2184320766008376,1891,1,1663,3.0
473d6f24,213,46.06178707224335,510,96914,42.0,2104,0,0,17,1663,424,0,17,14,13,319,0,0,0,425,2.7058823529411766,726,1,424,2.5
475006df,333,112.18026840768952,6549,309281,105.0,2757,0,0,68,2389,296,4,68,0,8,397,2,0,1,308,8.035714285714286,598,1,294,4.5
477e4c8a,218,151.34889240506328,516,382610,163.0,2528,0,0,152,1845,531,0,152,0,9,325,0,0,0,591,6.480541455160744,1299,1,580,3.0
47904389,422,106.585935302391,2307,378913,100.0,3555,0,0,88,3028,436,3,88,0,8,527,4,0,2,457,8.0109409190372,2055,1,442,5.5
47de2009,320,83.04172788715839,1858,282591,89.0,3403,0,0,464,2500,433,6,464,0,7,445,1,0,0,472,8.033898305084746,825,1,453,4.0
48201b3d,293,91.66307371349096,1095,263623,94.0,2876,0,2,683,2006,183,2,683,0,6,340,3,0,0,411,6.557177615571776,516,1,394,4.0
4854cde9,558,64.38892565629826,492,291875,60.0,4533,0,0,101,3772,660,0,101,0,11,652,5,0,0,664,1.3253012048192772,106,1,660,4.5
48594724,256,83.66618566618567,4901,173942,76.0,2079,0,2,204,1689,184,0,204,48,5,287,0,0,0,235,19.595744680851062,1120,1,216,2.5
486dc5f0,465,43.90658131626325,1774,219489,62.0,4999,0,0,2128,2730,140,1,2128,0,9,492,0,0,1,150,18.746666666666666,1835,71,144,4.5
487a093f,701,89.99029799029799,4981,519424,86.0,5772,0,1,287,4943,532,9,287,0,8,789,1,0,0,643,18.118195956454123,1510,1,611,5.5
487acbd9,656,106.11924493554328,713,460982,105.0,4344,0,0,94,4005,245,0,94,0,4,735,3,0,0,247,15.109311740890687,3146,1,245,4.5
488b994c,523,110.74761043657969,1321,428704,109.0,3871,0,0,133,3455,282,1,133,0,14,570,0,0,0,306,14.107843137254902,1286,1,290,4.5
488d195b,220,64.58536585365853,3761,203896,65.0,3157,0,0,981,1893,283,0,981,0,3,380,0,0,0,339,2.9469026548672566,213,1,331,2.0
488dbe18,345,99.13970893970894,16725,238431,73.0,2405,0,0,47,2149,209,0,47,27,8,389,5,0,0,213,12.938967136150234,929,1,209,4.0
489902fe,205,66.5895875591616,1782,98486,65.0,1479,0,0,75,1285,119,0,75,0,4,224,0,0,0,135,18.866666666666667,431,1,119,3.0
48aaa3c6,293,135.76025744167336,11957,506250,101.0,3729,0,0,116,2843,764,6,116,39,3,447,0,0,3,797,12.058971141781681,1773,1,766,4.0
48aad08f,365,67.03879310344827,512,186636,69.0,2784,0,0,113,2381,290,0,113,0,33,415,0,0,0,291,3.47766323024055,722,1,290,3.5
48be0afe,285,116.62648221343873,1318,236052,112.0,2024,0,0,142,1739,142,1,142,0,6,316,0,0,1,173,3.9364161849710984,128,1,168,3.0
48edc5c8,340,73.34920106524633,1200,220341,73.0,3004,0,2,360,2264,378,0,360,0,8,406,0,0,0,476,5.023109243697479,1297,1,458,3.5
48fbb3ef,214,59.653220951234196,695,99084,56.0,1661,0,0,254,1313,94,0,254,0,5,240,0,0,0,193,4.689119170984456,196,1,185,2.5
48ff5381,439,80.0469638049656,5655,267597,70.0,3343,0,1,111,2937,291,3,111,0,10,482,0,0,0,320,16.45,1565,1,298,5.0
48ff8d38,834,105.3504259228328,2048,630733,102.0,5987,0,0,93,5443,445,6,93,0,8,911,2,0,0,457,19.96936542669584,3517,1,443,5.5
490c19c0,704,86.06411089452025,1453,397358,85.0,4617,0,37,129,4208,238,5,129,0,8,844,2,0,2,252,14.285714285714286,2069,1,238,4.5
49190165,342,74.14003511852502,498,168891,74.0,2278,0,0,62,2036,180,0,62,0,9,389,0,0,0,192,19.78125,1047,1,183,3.5
4939d3d1,232,93.10127101271013,2546,227074,79.0,2439,0,0,162,1893,384,0,162,66,7,303,0,0,0,420,6.697619047619048,1057,1,382,2.0
493aec30,281,134.9562467053242,501,256012,136.0,1897,0,0,55,1724,118,0,55,0,6,301,0,0,0,130,42.83846153846154,1349,1,118,4.0
49488813,201,99.09529627367135,2628,162219,89.0,1637,0,0,20,1449,168,0,20,0,5,238,0,0,0,175,10.874285714285714,577,1,168,2.5
494b2e17,244,97.70145239376009,1721,181627,96.0,1859,0,0,69,1669,121,0,69,30,7,328,0,0,0,133,23.43609022556391,1383,1,122,3.5
494d5ab2,491,82.56868626274745,1543,275284,83.0,3334,0,1,118,3040,172,3,118,1,11,517,2,0,0,197,76.49238578680203,2436,1,169,5.0
494fdf3e,241,95.63960306720794,506,212033,97.0,2217,0,0,75,1800,342,0,75,0,8,296,1,0,0,366,3.953551912568306,587,1,362,4.5
49628584,399,155.93587033121918,1610,442546,154.0,2838,0,0,86,2575,177,0,86,34,5,467,0,0,0,203,4.847290640394089,386,1,200,3.0
497c5987,347,115.21245901639344,3350,527097,117.0,4575,0,2,369,3325,870,9,369,0,9,556,3,5,1,867,8.170703575547867,1010,1,831,3.0
4994a1b7,219,119.95562599049128,695,227076,118.0,1893,0,0,74,1599,220,0,74,0,7,270,1,1,0,229,2.606986899563319,94,1,221,3.5
49d31772,233,100.06695156695157,1461,210741,97.0,2106,0,0,138,1666,299,3,138,0,3,328,0,0,0,294,6.64625850340136,1273,1,283,3.0
4a2e23ae,249,69.58364622444722,521,166792,69.0,2397,0,0,374,1730,293,0,374,0,6,509,0,0,0,296,8.43918918918919,1071,1,293,3.0
4a52b71b,233,77.83573200992556,995,156839,81.0,2015,0,0,488,1415,112,0,488,0,7,291,0,0,0,144,57.673611111111114,1101,1,114,3.0
4a96faab,378,85.88506207448938,723,214455,84.0,2497,0,0,51,2253,192,1,51,0,14,413,1,0,0,200,10.485,866,1,192,3.0
4aa3a5d5,413,133.07364847218594,519,509539,139.0,3829,0,0,229,3025,575,0,229,0,10,511,0,0,0,582,8.640893470790378,1777,1,576,3.5
4ad56fd3,437,48.32802547770701,500,166925,48.0,3454,0,0,264,2856,334,0,264,0,11,487,0,0,2,349,4.481375358166189,349,1,335,4.5
4b0ae22f,527,107.28748850045999,4217,466486,97.0,4348,0,0,243,3653,451,1,243,0,6,628,0,0,0,478,20.332635983263597,1963,1,455,4.0
4b100e58,235,68.79552572706935,531,153758,59.0,2235,0,0,112,1727,396,0,112,68,3,341,0,0,0,407,7.641277641277641,1276,1,396,3.0
4b313e06,274,105.88007466168922,1698,226901,86.0,2143,0,2,142,1858,140,1,142,2,6,346,1,0,0,179,32.815642458100555,1345,1,139,3.0
4b3c6c52,652,112.10143369175627,515,625526,115.0,5580,0,0,280,4595,705,0,280,2,10,757,0,0,0,816,1.0625,52,1,815,5.0
4b40b5c0,219,84.20972037283622,462,126483,84.0,1502,0,0,93,1318,91,0,93,0,7,259,0,0,0,103,11.54368932038835,433,1,91,3.0
4b511325,640,105.51814260340015,500,415847,101.0,3941,0,0,65,3735,141,0,65,0,28,657,3,0,0,143,18.041958041958043,1249,1,141,4.5
4b54047f,450,107.44293408566298,522,418920,105.0,3899,0,0,141,3252,504,2,141,0,12,548,1,0,0,488,2.002049180327869,172,1,480,4.5
4b70721a,384,98.78197600204238,520,386929,102.0,3917,0,0,109,3028,779,1,109,0,8,543,0,0,0,831,3.2478941034897715,880,1,826,4.5
4bb0b16f,384,84.56528103044496,1895,288875,83.0,3416,0,0,210,2890,296,20,210,0,16,449,0,0,0,373,19.62466487935657,2122,1,311,4.0
4bb55429,536,105.13642564802183,2392,462390,116.0,4398,0,0,629,3431,336,2,629,0,8,582,0,0,0,349,15.616045845272206,2010,1,338,5.0
4bc66798,506,127.60174470357842,1155,716739,142.0,5617,0,0,2553,2979,80,5,2553,0,10,538,2,0,1,364,16.167582417582416,659,100,300,4.5
4be768c3,219,114.52810516772439,1420,252649,108.0,2206,0,0,115,1720,371,0,115,0,6,288,3,1,0,385,13.763636363636364,1129,1,371,3.0
4bf58df2,370,87.70797227036395,3076,303645,76.0,3462,0,0,125,2908,407,22,125,0,8,458,0,0,0,463,8.991360691144708,1008,1,403,4.0
4c084150,220,87.75488642366614,1650,166120,89.0,1893,0,0,230,1491,164,8,230,0,6,254,5,1,1,219,9.931506849315069,1059,1,194,3.0
4c0f5ea3,757,142.64000881251377,498,647443,140.0,4539,0,0,92,4223,224,0,92,0,7,835,6,3,1,225,1.48,109,1,224,4.0
4c29fc28,474,106.14733616218764,1874,450277,107.0,4242,0,0,94,3445,700,3,94,2,9,608,0,0,1,717,3.315202231520223,665,1,701,4.5
4c36ee7c,565,105.44439451808583,2377,469333,114.0,4451,1,0,547,3512,389,2,547,4,0,637,3,0,0,410,17.12439024390244,2710,1,399,3.5
4c542568,458,103.13316369804919,595,364782,100.0,3537,0,0,92,3056,384,5,92,0,4,532,5,0,0,299,13.157190635451505,888,1,279,4.5
4c5545d0,550,73.13249358525776,2868,313519,70.0,4287,0,0,112,3861,307,7,112,0,9,664,3,0,0,334,35.68562874251497,2544,1,306,5.0
4c5b9963,282,79.77999004479841,990,160278,77.0,2009,0,0,54,1843,111,1,54,0,6,314,0,0,0,129,24.813953488372093,1598,1,115,4.5
4c665694,323,123.08287073750991,1144,310415,128.0,2522,0,1,48,2141,330,2,48,0,6,383,0,0,0,343,8.97667638483965,1136,1,331,3.5
4c6b68d7,212,100.02451539338655,483,175443,92.0,1754,0,0,53,1531,170,0,53,0,10,235,1,0,0,178,11.955056179775282,971,1,170,3.0
4c8431de,203,162.9259927797834,370,180522,157.5,1108,0,0,6,1081,21,0,6,0,2,208,0,0,0,23,38.869565217391305,437,1,21,2.0
4c96253e,335,48.82645945407452,6991,245060,38.0,5019,0,0,2272,2409,337,1,2272,0,12,421,1,0,0,448,4.642857142857143,429,1,428,4.0
4c973b64,676,83.28199791883455,6772,480204,71.0,5766,0,0,309,4727,729,1,309,0,12,831,2,0,0,752,12.748670212765957,3636,1,744,5.5
4ca65256,646,87.4981266391907,507,467065,90.0,5338,0,0,478,4260,600,0,478,0,10,748,1,0,2,644,1.6925465838509317,123,1,639,4.5
4cad4523,423,53.0083638264506,1256,202810,49.0,3826,0,0,145,3081,600,0,145,74,12,527,4,1,0,618,5.06957928802589,672,1,600,3.5
4ccd16f5,296,94.79626022594468,507,243342,107.0,2567,0,0,558,1853,156,0,558,0,4,319,0,0,0,193,64.8238341968912,648,1,161,3.0
4d050f27,207,91.17525773195877,2108,168036,91.0,1843,0,0,69,1500,274,0,69,0,6,257,2,0,0,288,4.149305555555555,456,1,273,3.5
4d0cc87e,320,93.04209235798938,491,227674,89.0,2447,0,0,54,2180,213,0,54,0,3,356,1,0,0,212,7.0424528301886795,508,1,198,3.5
4d1d25cd,537,127.477304964539,502,539229,126.0,4230,0,0,55,3722,452,1,55,0,10,668,0,0,0,454,1.3171806167400881,90,1,452,6.0
4d2518f9,632,158.31864633942033,4143,945004,148.0,5969,0,2,157,5350,445,15,157,0,13,910,0,0,1,483,18.091097308488614,1535,1,434,5.0
4d27ea35,433,86.95088845014807,512,352325,93.0,4052,0,0,151,3055,846,0,151,0,25,544,5,0,0,891,3.43658810325477,92,1,862,3.5
4d3dd6a7,360,83.52360163710777,541,306114,87.0,3665,0,0,923,2461,280,1,923,0,13,409,0,0,0,280,6.760714285714286,1614,1,279,4.5
4d55f4d4,205,71.88714544357272,1085,119117,66.0,1657,0,0,43,1491,121,2,43,0,6,230,0,0,0,136,14.316176470588236,794,1,121,4.0
4d659308,370,141.54785691266517,3171,439223,172.0,3103,0,0,826,2186,90,1,826,0,4,405,0,0,0,98,79.5204081632653,1997,1,89,4.0
4d83896e,437,99.486799742434,2580,309006,95.0,3106,0,0,366,2541,193,6,366,0,8,484,0,1,0,242,17.210743801652892,2047,34,221,4.5
4d9acb35,926,69.81790078021493,2579,474273,68.0,6793,0,1,149,5861,782,0,149,0,5,1097,7,0,0,789,2.1254752851711025,365,1,782,5.0
4dba875a,567,104.33366287691547,524,422134,103.0,4046,0,0,72,3548,426,0,72,0,10,692,8,0,0,426,1.0,1,1,426,3.5
4df463e8,502,124.22673611111111,598,357773,123.0,2880,0,0,101,2671,108,0,101,0,8,521,3,1,2,126,103.17460317460318,1496,1,108,3.5
4df5c36d,534,96.95632226096531,3161,528315,85.0,5449,0,0,169,4454,817,9,169,0,21,740,5,0,1,842,6.123515439429929,942,1,816,5.0
4e0493e2,201,94.08190976784933,7393,214789,92.0,2283,0,0,413,1596,273,1,413,10,11,405,0,0,0,371,3.738544474393531,901,1,367,3.0
4e07b17b,252,100.68549222797928,511,194323,99.0,1930,0,0,20,1731,178,1,20,0,4,291,0,0,0,180,1.1111111111111112,21,1,179,3.5
4e21e149,578,75.74176685833768,518,579576,76.0,7652,0,0,520,6395,731,6,520,0,18,1030,0,0,0,768,21.549479166666668,3054,1,726,5.5
4e42a8d0,399,96.7950540958269,1528,313132,91.0,3235,0,0,136,2745,352,2,136,0,8,466,0,0,0,388,12.70360824742268,1961,1,367,4.5
4eac4460,475,133.9217391304348,1257,415827,132.0,3105,0,0,68,2865,172,0,68,0,9,507,0,0,0,184,23.570652173913043,1936,1,172,4.0
4ead4432,374,63.3862828713575,336,178369,73.0,2814,0,0,137,2319,358,0,137,0,17,452,0,0,0,363,1.7548209366391185,180,1,359,4.0
4ef2c4d6,204,141.18890483022477,2679,295226,139.0,2091,0,0,338,1491,261,1,338,17,2,273,0,0,0,437,9.004576659038902,144,1,388,3.0
4efb9677,442,79.01920321008885,1290,275698,79.0,3489,1,0,232,2872,380,4,232,0,9,507,2,0,0,450,21.22888888888889,2042,1,400,4.0
4f423d3a,210,131.75267076723858,2229,406984,127.0,3089,0,0,1621,1369,98,1,1621,0,0,319,0,0,0,517,54.8394584139265,1094,93,212,1.0
4f48b15e,686,178.06110711718188,2756,743049,175.0,4173,0,1,112,3863,196,1,112,0,8,747,4,1,0,201,17.756218905472636,1863,1,194,3.5
4f58b9c8,659,102.73627815438444,10589,469813,75.0,4573,0,0,112,4100,361,0,112,69,14,717,0,0,0,375,10.317333333333334,3215,1,361,4.5
4f790e0d,223,76.5,510,134334,76.0,1756,0,0,59,1584,113,0,59,19,7,436,0,0,0,129,6.635658914728682,228,1,114,2.5
4fab5ef9,1296,73.92445923460899,10453,666429,71.0,9015,0,19,365,8096,531,4,365,0,13,1377,5,5,1,550,32.94,6488,1,532,5.5
4fc52b72,221,113.39729555698648,1744,176106,109.0,1553,0,0,44,1343,166,0,44,0,4,261,1,1,0,169,1.9408284023668638,99,1,166,3.0
5025c0ab,490,132.50233136462543,2394,426260,134.0,3217,0,0,218,2800,198,1,218,0,6,542,1,1,0,216,9.782407407407407,1773,1,212,4.5
5030aa8f,287,86.92055485498109,1471,206784,87.0,2379,0,1,108,2037,233,0,108,0,26,316,0,0,0,252,20.265873015873016,1186,310,236,3.5
503b1f32,317,95.72589641434263,2924,240272,89.0,2510,0,0,162,2144,197,7,162,0,5,380,6,1,0,240,22.15,1656,1,215,3.0
50457931,343,118.7039308614441,4619,425791,103.0,3587,0,1,205,2847,520,14,205,0,10,518,3,0,0,592,13.067567567567568,1737,1,530,4.0
5046478b,321,97.69599627560521,499,209851,93.0,2148,0,0,34,1975,139,0,34,0,10,347,0,0,0,146,19.58219178082192,1212,1,140,3.5
5091645f,599,91.58584233509538,2286,398490,93.0,4351,0,0,381,3708,260,2,381,0,8,678,0,0,0,345,61.947826086956525,2395,1,258,4.5
5092df71,361,120.69707769066287,455,338676,128.0,2806,0,0,397,2265,144,0,397,0,3,389,0,0,0,167,13.784431137724551,1682,1,164,3.0
5099e6e4,260,84.65185601799774,501,150511,80.0,1778,0,1,46,1570,161,0,46,0,8,286,0,3,0,163,10.61963190184049,1261,1,161,3.0
50a6255f,235,69.41010101010102,289,103074,65.0,1485,0,0,74,1349,62,0,74,26,3,250,2,0,0,82,91.7560975609756,1280,1,62,2.5
50b091c1,207,136.1197648787656,509,185259,135.0,1361,0,0,27,1283,51,0,27,22,3,253,0,0,0,53,1.5849056603773586,32,1,52,3.0
50c1487d,407,87.23200442967885,1927,315082,80.0,3612,0,1,140,2944,527,0,140,76,7,724,1,1,0,543,7.3959484346224675,804,1,528,3.5
50f6a379,228,101.25665024630541,4769,205551,93.0,2030,0,0,195,1598,237,0,195,0,4,282,0,0,0,272,9.036764705882353,462,1,258,3.0
50fcfcb0,339,90.15409004438808,1842,284346,79.0,3154,0,0,38,2516,600,0,38,4,4,457,0,0,0,611,6.659574468085107,1743,1,600,3.5
5174669a,376,90.63687449826064,623,338710,80.0,3737,0,0,818,2603,316,0,818,4,31,419,0,0,0,537,39.63687150837989,1247,36,333,2.5
518a82de,524,110.79110207768744,8804,490583,102.0,4428,0,0,113,3944,366,5,113,0,13,650,4,1,0,384,21.197916666666668,1517,1,366,4.5
518d1052,211,100.6323257248612,570,163125,99.0,1621,0,0,46,1454,121,0,46,22,3,325,0,0,0,126,5.285714285714286,493,1,122,2.5
5200e1c1,295,66.45723868082727,521,356676,63.0,5367,0,0,124,3450,1793,0,124,2,8,643,15,0,0,1806,2.428017718715393,1324,1,1788,3.5
520d7802,423,85.70810647307925,2645,283351,86.0,3306,0,0,73,2873,360,0,73,0,8,483,0,0,0,387,6.7881136950904395,887,1,370,4.5
52106fb4,466,67.11805686311429,516,356464,70.0,5311,0,0,1026,3543,741,1,1026,0,6,649,1,0,0,822,2.104622871046229,219,1,812,4.5
52125f9b,373,132.15893792071802,512,353393,133.0,2674,0,0,83,2423,168,0,83,0,6,410,1,1,0,172,7.174418604651163,696,1,168,4.5
522894e5,301,106.77430708315002,508,242698,103.0,2273,0,0,77,1970,226,0,77,0,14,352,0,1,0,237,29.852320675105485,1710,1,216,3.5
5252751a,328,89.43645083932854,573,186475,92.0,2085,0,0,121,1915,49,0,121,0,8,346,0,0,0,57,46.08771929824562,1491,1,50,3.5
52969080,330,113.4956279809221,2037,285555,112.0,2516,0,0,57,2156,302,1,57,2,8,427,2,0,0,310,5.829032258064516,1303,1,300,3.5
5299dfb8,370,87.0311327831958,1399,232025,83.0,2666,0,4,139,2311,212,0,139,2,8,495,0,0,0,229,27.253275109170307,2095,1,213,3.0
529fdadf,358,83.75047330556608,722,221185,79.0,2641,0,0,155,2205,280,1,155,0,12,436,7,0,1,265,20.671698113207547,1283,1107,234,3.5
52bec922,246,96.56557377049181,6067,106029,81.0,1098,0,3,81,861,153,0,81,0,11,133,1,0,0,165,46.49090909090909,1424,1,154,1.0
52c2217c,213,161.340888066605,741,348819,160.0,2162,0,0,830,1275,56,1,830,0,6,221,0,0,0,414,66.66908212560386,95,91,77,3.0
